Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
1.393374292,1,1,1,0,1,1
1.393394750,1,1,1,1,1,1
1.393398875,1,1,1,1,0,1
1.393437625,1,1,1,1,1,1
1.393441708,1,1,1,1,1,0
1.393515458,1,1,1,1,1,1
1.393520333,0,1,1,1,1,1
1.393525542,1,1,1,1,1,1
1.393529667,1,0,1,1,1,1
1.393537167,1,1,1,1,1,1
1.393541250,1,1,0,1,1,1
1.393553333,1,1,1,1,1,1
1.393557500,1,1,1,0,1,1
1.393577958,1,1,1,1,1,1
1.393582125,1,1,1,1,0,1
1.393620833,1,1,1,1,1,1
1.393624917,1,1,1,1,1,0
1.393698875,1,1,1,1,1,1
1.393703917,0,1,1,1,1,1
1.393709208,1,1,1,1,1,1
1.393713333,1,0,1,1,1,1
1.393720875,1,1,1,1,1,1
1.393724958,1,1,0,1,1,1
1.393737042,1,1,1,1,1,1
1.393741208,1,1,1,0,1,1
1.393761667,1,1,1,1,1,1
1.393765792,1,1,1,1,0,1
1.393804500,1,1,1,1,1,1
1.393808625,1,1,1,1,1,0
1.393882375,1,1,1,1,1,1
1.393887208,0,1,1,1,1,1
1.393892458,1,1,1,1,1,1
1.393896542,1,0,1,1,1,1
1.393904083,1,1,1,1,1,1
1.393908167,1,1,0,1,1,1
1.393920250,1,1,1,1,1,1
1.393924417,1,1,1,0,1,1
1.393944833,1,1,1,1,1,1
1.393949000,1,1,1,1,0,1
1.393987708,1,1,1,1,1,1
1.393991833,1,1,1,1,1,0
1.394065583,1,1,1,1,1,1
1.394070417,0,1,1,1,1,1
1.394075625,1,1,1,1,1,1
1.394079750,1,0,1,1,1,1
1.394087292,1,1,1,1,1,1
1.394091375,1,1,0,1,1,1
1.394103458,1,1,1,1,1,1
1.394107583,1,1,1,0,1,1
1.394128042,1,1,1,1,1,1
1.394132208,1,1,1,1,0,1
1.394170917,1,1,1,1,1,1
1.394175000,1,1,1,1,1,0
1.394248750,1,1,1,1,1,1
1.394253583,0,1,1,1,1,1
1.394258833,1,1,1,1,1,1
1.394262958,1,0,1,1,1,1
1.394270458,1,1,1,1,1,1
1.394274542,1,1,0,1,1,1
1.394286625,1,1,1,1,1,1
1.394290792,1,1,1,0,1,1
1.394311208,1,1,1,1,1,1
1.394315375,1,1,1,1,0,1
1.394354083,1,1,1,1,1,1
1.394358208,1,1,1,1,1,0
1.394431917,1,1,1,1,1,1
1.394436792,0,1,1,1,1,1
1.394442000,1,1,1,1,1,1
1.394446125,1,0,1,1,1,1
1.394453625,1,1,1,1,1,1
1.394457708,1,1,0,1,1,1
1.394469792,1,1,1,1,1,1
1.394473958,1,1,1,0,1,1
1.394494417,1,1,1,1,1,1
1.394498583,1,1,1,1,0,1
1.394537250,1,1,1,1,1,1
1.394541375,1,1,1,1,1,0
1.394615083,1,1,1,1,1,1
1.394619958,0,1,1,1,1,1
1.394625167,1,1,1,1,1,1
1.394629292,1,0,1,1,1,1
1.394637667,1,1,1,1,1,1
1.394642000,1,1,0,1,1,1
1.394653917,1,1,1,1,1,1
1.394658042,1,1,1,0,1,1
1.394678542,1,1,1,1,1,1
1.394682708,1,1,1,1,0,1
1.394721417,1,1,1,1,1,1
1.394725500,1,1,1,1,1,0
1.394799250,1,1,1,1,1,1
1.394804125,0,1,1,1,1,1
1.394809333,1,1,1,1,1,1
1.394813458,1,0,1,1,1,1
1.394820958,1,1,1,1,1,1
1.394825042,1,1,0,1,1,1
1.394837125,1,1,1,1,1,1
1.394841292,1,1,1,0,1,1
1.394861750,1,1,1,1,1,1
1.394865917,1,1,1,1,0,1
1.394904625,1,1,1,1,1,1
1.394908750,1,1,1,1,1,0
1.394982458,1,1,1,1,1,1
1.394987333,0,1,1,1,1,1
1.394992542,1,1,1,1,1,1
1.394996667,1,0,1,1,1,1
1.395004167,1,1,1,1,1,1
1.395008292,1,1,0,1,1,1
1.395020333,1,1,1,1,1,1
1.395024500,1,1,1,0,1,1
1.395044958,1,1,1,1,1,1
1.395049083,1,1,1,1,0,1
1.395087792,1,1,1,1,1,1
1.395091917,1,1,1,1,1,0
1.395165625,1,1,1,1,1,1
1.395170458,0,1,1,1,1,1
1.395175667,1,1,1,1,1,1
1.395179792,1,0,1,1,1,1
1.395187292,1,1,1,1,1,1
1.395191417,1,1,0,1,1,1
1.395203500,1,1,1,1,1,1
1.395207625,1,1,1,0,1,1
1.395228083,1,1,1,1,1,1
1.395232250,1,1,1,1,0,1
1.395270917,1,1,1,1,1,1
1.395275042,1,1,1,1,1,0
1.395348750,1,1,1,1,1,1
1.395353583,0,1,1,1,1,1
1.395358833,1,1,1,1,1,1
1.395362958,1,0,1,1,1,1
1.395370458,1,1,1,1,1,1
1.395374542,1,1,0,1,1,1
1.395386625,1,1,1,1,1,1
1.395390792,1,1,1,0,1,1
1.395411208,1,1,1,1,1,1
1.395415375,1,1,1,1,0,1
1.395454083,1,1,1,1,1,1
1.395458208,1,1,1,1,1,0
1.395531917,1,1,1,1,1,1
1.395536792,0,1,1,1,1,1
1.395542000,1,1,1,1,1,1
1.395546125,1,0,1,1,1,1
1.395553625,1,1,1,1,1,1
1.395557708,1,1,0,1,1,1
1.395569792,1,1,1,1,1,1
1.395573958,1,1,1,0,1,1
1.395594375,1,1,1,1,1,1
1.395598542,1,1,1,1,0,1
1.395637500,1,1,1,1,1,1
1.395641833,1,1,1,1,1,0
1.395716292,1,1,1,1,1,1
1.395721125,0,1,1,1,1,1
1.395726375,1,1,1,1,1,1
1.395730500,1,0,1,1,1,1
1.395738042,1,1,1,1,1,1
1.395742125,1,1,0,1,1,1
1.395754208,1,1,1,1,1,1
1.395758333,1,1,1,0,1,1
1.395778792,1,1,1,1,1,1
1.395782958,1,1,1,1,0,1
1.395821667,1,1,1,1,1,1
1.395825750,1,1,1,1,1,0
1.395899500,1,1,1,1,1,1
1.395904333,0,1,1,1,1,1
1.395909583,1,1,1,1,1,1
1.395913708,1,0,1,1,1,1
1.395921208,1,1,1,1,1,1
1.395925292,1,1,0,1,1,1
1.395937375,1,1,1,1,1,1
1.395941500,1,1,1,0,1,1
1.395961958,1,1,1,1,1,1
1.395966125,1,1,1,1,0,1
1.396004833,1,1,1,1,1,1
1.396008958,1,1,1,1,1,0
1.396082667,1,1,1,1,1,1
1.396087542,0,1,1,1,1,1
1.396092750,1,1,1,1,1,1
1.396096875,1,0,1,1,1,1
1.396104375,1,1,1,1,1,1
1.396108458,1,1,0,1,1,1
1.396120542,1,1,1,1,1,1
1.396124708,1,1,1,0,1,1
1.396145167,1,1,1,1,1,1
1.396149333,1,1,1,1,0,1
1.396188000,1,1,1,1,1,1
1.396192125,1,1,1,1,1,0
1.396265875,1,1,1,1,1,1
1.396270708,0,1,1,1,1,1
1.396275958,1,1,1,1,1,1
1.396280042,1,0,1,1,1,1
1.396287583,1,1,1,1,1,1
1.396291667,1,1,0,1,1,1
1.396303750,1,1,1,1,1,1
1.396307875,1,1,1,0,1,1
1.396328333,1,1,1,1,1,1
1.396332500,1,1,1,1,0,1
1.396371208,1,1,1,1,1,1
1.396375333,1,1,1,1,1,0
1.396449042,1,1,1,1,1,1
1.396453917,0,1,1,1,1,1
1.396459125,1,1,1,1,1,1
1.396463250,1,0,1,1,1,1
1.396470750,1,1,1,1,1,1
1.396474833,1,1,0,1,1,1
1.396486917,1,1,1,1,1,1
1.396491083,1,1,1,0,1,1
1.396511542,1,1,1,1,1,1
1.396515667,1,1,1,1,0,1
1.396554375,1,1,1,1,1,1
1.396558500,1,1,1,1,1,0
1.396632208,1,1,1,1,1,1
1.396638042,0,1,1,1,1,1
1.396644167,1,1,1,1,1,1
1.396648250,1,0,1,1,1,1
1.396655875,1,1,1,1,1,1
1.396659958,1,1,0,1,1,1
1.396672042,1,1,1,1,1,1
1.396676208,1,1,1,0,1,1
1.396696625,1,1,1,1,1,1
1.396700792,1,1,1,1,0,1
1.396739500,1,1,1,1,1,1
1.396743625,1,1,1,1,1,0
1.396817333,1,1,1,1,1,1
1.396822167,0,1,1,1,1,1
1.396827417,1,1,1,1,1,1
1.396831542,1,0,1,1,1,1
1.396839042,1,1,1,1,1,1
1.396843125,1,1,0,1,1,1
1.396855208,1,1,1,1,1,1
1.396859375,1,1,1,0,1,1
1.396879792,1,1,1,1,1,1
1.396883958,1,1,1,1,0,1
1.396922667,1,1,1,1,1,1
1.396926792,1,1,1,1,1,0
1.397000500,1,1,1,1,1,1
1.397005375,0,1,1,1,1,1
1.397010583,1,1,1,1,1,1
1.397014708,1,0,1,1,1,1
1.397022208,1,1,1,1,1,1
1.397026333,1,1,0,1,1,1
1.397038375,1,1,1,1,1,1
1.397042542,1,1,1,0,1,1
1.397063000,1,1,1,1,1,1
1.397067167,1,1,1,1,0,1
1.397105833,1,1,1,1,1,1
1.397109958,1,1,1,1,1,0
1.397183708,1,1,1,1,1,1
1.397188542,0,1,1,1,1,1
1.397193792,1,1,1,1,1,1
1.397197875,1,0,1,1,1,1
1.397205417,1,1,1,1,1,1
1.397209500,1,1,0,1,1,1
1.397221583,1,1,1,1,1,1
1.397225708,1,1,1,0,1,1
1.397246167,1,1,1,1,1,1
1.397250333,1,1,1,1,0,1
1.397289042,1,1,1,1,1,1
1.397293167,1,1,1,1,1,0
1.397366875,1,1,1,1,1,1
1.397371750,0,1,1,1,1,1
1.397376958,1,1,1,1,1,1
1.397381083,1,0,1,1,1,1
1.397388583,1,1,1,1,1,1
