Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
2.143697042,1,1,1,1,0,1
2.143745625,1,1,1,1,1,1
2.143750083,1,1,1,1,1,0
2.143846583,1,1,1,1,1,1
2.143851208,0,1,1,1,1,1
2.143854667,1,1,1,1,1,1
2.143858833,1,0,1,1,1,1
2.143865500,1,1,1,1,1,1
2.143869708,1,1,0,1,1,1
2.143882333,1,1,1,1,1,1
2.143886583,1,1,1,0,1,1
2.143911208,1,1,1,1,1,1
2.143915708,1,1,1,1,0,1
2.143964292,1,1,1,1,1,1
2.143968708,1,1,1,1,1,0
2.144065208,1,1,1,1,1,1
2.144069833,0,1,1,1,1,1
2.144073292,1,1,1,1,1,1
2.144077500,1,0,1,1,1,1
2.144084833,1,1,1,1,1,1
2.144089042,1,1,0,1,1,1
2.144101667,1,1,1,1,1,1
2.144105958,1,1,1,0,1,1
2.144130542,1,1,1,1,1,1
2.144135042,1,1,1,1,0,1
2.144183583,1,1,1,1,1,1
2.144188042,1,1,1,1,1,0
2.144284542,1,1,1,1,1,1
2.144289167,0,1,1,1,1,1
2.144292625,1,1,1,1,1,1
2.144296792,1,0,1,1,1,1
2.144303458,1,1,1,1,1,1
2.144307667,1,1,0,1,1,1
2.144320292,1,1,1,1,1,1
2.144324542,1,1,1,0,1,1
2.144349167,1,1,1,1,1,1
2.144353667,1,1,1,1,0,1
2.144402208,1,1,1,1,1,1
2.144406667,1,1,1,1,1,0
2.144503167,1,1,1,1,1,1
2.144507792,0,1,1,1,1,1
2.144511250,1,1,1,1,1,1
2.144515417,1,0,1,1,1,1
2.144522083,1,1,1,1,1,1
2.144526292,1,1,0,1,1,1
2.144538917,1,1,1,1,1,1
2.144543167,1,1,1,0,1,1
2.144567792,1,1,1,1,1,1
2.144572292,1,1,1,1,0,1
2.144620875,1,1,1,1,1,1
2.144625333,1,1,1,1,1,0
2.144721833,1,1,1,1,1,1
2.144726458,0,1,1,1,1,1
2.144729917,1,1,1,1,1,1
2.144734083,1,0,1,1,1,1
2.144740750,1,1,1,1,1,1
2.144744958,1,1,0,1,1,1
2.144757583,1,1,1,1,1,1
2.144761875,1,1,1,0,1,1
2.144786458,1,1,1,1,1,1
2.144790958,1,1,1,1,0,1
2.144839542,1,1,1,1,1,1
2.144844000,1,1,1,1,1,0
2.144940500,1,1,1,1,1,1
2.144945125,0,1,1,1,1,1
2.144948583,1,1,1,1,1,1
2.144952750,1,0,1,1,1,1
2.144959417,1,1,1,1,1,1
2.144963625,1,1,0,1,1,1
2.144976250,1,1,1,1,1,1
2.144980500,1,1,1,0,1,1
2.145005125,1,1,1,1,1,1
2.145009625,1,1,1,1,0,1
2.145058167,1,1,1,1,1,1
2.145062625,1,1,1,1,1,0
2.145159792,1,1,1,1,1,1
2.145164417,0,1,1,1,1,1
2.145167875,1,1,1,1,1,1
2.145172083,1,0,1,1,1,1
2.145178708,1,1,1,1,1,1
2.145182917,1,1,0,1,1,1
2.145195542,1,1,1,1,1,1
2.145199833,1,1,1,0,1,1
2.145224417,1,1,1,1,1,1
2.145228917,1,1,1,1,0,1
2.145277500,1,1,1,1,1,1
2.145281958,1,1,1,1,1,0
2.145378458,1,1,1,1,1,1
2.145383083,0,1,1,1,1,1
2.145386542,1,1,1,1,1,1
2.145390708,1,0,1,1,1,1
2.145397375,1,1,1,1,1,1
2.145401583,1,1,0,1,1,1
2.145414208,1,1,1,1,1,1
2.145418458,1,1,1,0,1,1
2.145443083,1,1,1,1,1,1
2.145447583,1,1,1,1,0,1
2.145496125,1,1,1,1,1,1
2.145500583,1,1,1,1,1,0
2.145597125,1,1,1,1,1,1
2.145601708,0,1,1,1,1,1
2.145605167,1,1,1,1,1,1
2.145609375,1,0,1,1,1,1
2.145616042,1,1,1,1,1,1
2.145620208,1,1,0,1,1,1
