Time (s),Channel 1 (V)
1.72460496,-0.0008095127087391468
1.72509324,-0.0008095127087391468
1.72558152,-0.0008095127087391468
1.7260698,-0.0008095127087391468
1.72655808,-0.0008095127087391468
1.72704636,-0.0008095127087391468
1.72753464,-0.0008095127087391468
1.72802292,-0.0008095127087391468
1.7285112,-0.0008095127087391468
1.72899948,-0.001143456530597758
1.72948776,-0.0008095127087391468
1.72997604,-0.001143456530597758
1.73046432,-0.001143456530597758
1.7309526,-0.0008095127087391468
1.73144088,-0.0008095127087391468
1.73192916,-0.0008095127087391468
1.73241744,-0.0008095127087391468
1.73290572,-0.0008095127087391468
1.733394,-0.0008095127087391468
